"año","estacion","date","O3","PM10","PM2.5","NO","NO2","NOX","CO","SO2","TOUT","RH","WSR","WDR","PRS","RAINF","SR"
2025,"SO",2025-01-26 11:00:00,88,71,48.08,5.2,19.9,25,2.9,9,24.54,39,12.9,103,702.4,0,0.22
2025,"SO",2025-01-26 12:00:00,74,56,32.41,4.6,17.3,21.7,2.82,7.9,23.93,38,12,97,702.7,0,0.058
2025,"SO",2025-01-26 13:00:00,55,46,34.06,6.2,24.4,30.4,3.11,7.2,22.72,43,7.1,138,703.2,0,0.002
2025,"SO",2025-01-26 14:00:00,41,40,31.7,5.3,23.9,29,3.01,6.2,21.74,48,7.6,136,703.8,0,0
2025,"SO",2025-01-26 15:00:00,20,46,22.49,5.7,21.2,26.7,2.87,5.7,20.73,59,10.4,128,704.4,0,0
2025,"SO",2025-01-26 16:00:00,17,39,26.59,5.4,22.3,27.6,3.02,5.8,19.8,61,9.1,144,704.7,0,0
2025,"SO",2025-01-26 17:00:00,17,34,22.08,4.9,23.8,28.5,3.01,5.8,19.17,62,7.5,152,704.7,0,0
2025,"SO",2025-01-26 18:00:00,16,34,21.46,5.5,26.1,31.4,2.95,6.2,18.45,62,8.8,144,704.7,0,0
2025,"SO",2025-01-26 19:00:00,10,30,23.03,6.6,29,35.3,2.89,6,17.56,67,6.9,161,704.4,0,0
2025,"SO",2025-01-26 20:00:00,14,39,22.32,4.3,22.9,27.1,2.82,5.8,17.3,70,6.6,166,704.4,0,0
2025,"SO",2025-01-26 21:00:00,20,32,20.64,3.9,15.4,19.1,2.78,5.8,16.79,73,5.2,136,704.2,0,0
2025,"SO",2025-01-26 22:00:00,14,31,25.82,3.9,20,23.7,2.81,6.3,16.21,75,3.3,72,703.9,0,0
2025,"SO",2025-01-26 23:00:00,5,34,25.75,4.7,32.1,36.7,2.94,7,15.99,75,5,92,703.9,0,0
2025,"SO",2025-01-27,7,38,32.64,4.8,27.4,32.1,2.94,8.8,15.56,73,5,112,703.9,0,0
2025,"SO",2025-01-27 01:00:00,3,40,29.83,8.2,30.9,38.9,3.01,10.6,15.21,73,4.7,108,704.2,0,0
2025,"SO",2025-01-27 02:00:00,3,41,25.63,19.7,34.9,54.5,3.27,11.5,15.08,70,7.4,94,704.5,0,0.001
2025,"SO",2025-01-27 03:00:00,7,45,26.88,14.1,31,45,3.03,12.9,15.09,70,7.7,102,704.8,0,0.03
2025,"SO",2025-01-27 04:00:00,7,48,28.73,15.9,31.9,47.6,3.11,15.1,14.99,70,7.2,105,705.5,0,0.038
2025,"SO",2025-01-27 05:00:00,8,65,30.62,18.2,30.6,48.7,3.05,10.8,14.5,73,7.2,111,706.1,0,0.076
2025,"SO",2025-01-27 06:00:00,10,80,35.11,19.8,32.8,52.5,3.08,10.7,15.09,71,6.9,95,705.9,0,0.116
2025,"SO",2025-01-27 07:00:00,12,87,45.75,27.7,33.2,60.7,3.32,10.2,15.31,74,6.4,110,705.4,0,0.163
2025,"SO",2025-01-27 08:00:00,11,98,52.75,26.2,35.8,61.9,3.21,11.3,15.45,75,8.2,117,704.5,0,0.158
2025,"SO",2025-01-27 09:00:00,6,93,45.6,22.6,37.2,59.7,3.23,8,14.63,79,8.1,105,704.1,0,0.048
2025,"SO",2025-01-27 10:00:00,3,83,53.49,29.6,39.5,69,3.41,6.9,14.17,81,7.7,114,703.8,0,0.035
2025,"SO",2025-01-27 11:00:00,4,110,57.28,22.7,36.7,59.3,3.26,6.6,14.25,79,8.8,139,703.6,0,0.022
2025,"SO",2025-01-27 12:00:00,3,108,46.9,18.7,34.7,53.2,3.14,6.3,14.17,77,9,110,703.8,0,0.01
2025,"SO",2025-01-27 13:00:00,1,96,51.43,19.9,34,53.8,3.29,6.6,13.76,79,9,121,703.8,0,0
2025,"SO",2025-01-27 14:00:00,1,91,54.82,20.7,34,54.6,3.08,7.1,13.47,80,8.2,105,704.1,0,0
2025,"SO",2025-01-27 15:00:00,1,103,49.21,21.6,32.7,54.2,3.16,6.7,13.05,83,8.7,129,704.4,0,0
2025,"SO",2025-01-27 16:00:00,NA,85,40.85,29.9,28.2,57.9,3.21,6,12.79,85,7.2,143,704.5,0,0
2025,"SO",2025-01-27 17:00:00,NA,50,32.25,25.1,24.8,49.7,3.2,5.6,12.49,87,8.9,124,704.2,0,0
2025,"SO",2025-01-27 18:00:00,NA,33,21.74,21.5,21,42.4,3.06,5.2,12.22,88,7.7,143,704.2,0,0
2025,"SO",2025-01-27 19:00:00,NA,13,11.36,8.2,16.5,24.6,2.83,5,11.86,89,6.8,141,704,0,0
2025,"SO",2025-01-27 20:00:00,NA,6,NA,5.9,15.2,20.9,2.79,4.9,11.55,90,7.1,127,703.6,0,0
2025,"SO",2025-01-27 21:00:00,NA,8,NA,8.8,15,23.7,2.7,4.8,11.49,90,5.4,120,703.1,0,0
2025,"SO",2025-01-27 22:00:00,NA,10,NA,6.9,14,20.7,2.63,4.8,11.46,90,3.3,104,702.7,0,0
2025,"SO",2025-01-27 23:00:00,1,8,NA,4.5,12.5,16.8,2.6,4.7,11.54,90,3.9,98,702.6,0,0
2025,"SO",2025-01-28,1,4,NA,7.3,13.6,20.7,2.72,4.7,11.31,91,5,100,702.4,0,0
2025,"SO",2025-01-28 01:00:00,1,14,NA,16,14.3,30.2,2.92,5.1,11.22,91,4.2,106,702.6,0,0
2025,"SO",2025-01-28 02:00:00,NA,22,NA,39.9,14.3,53.2,3.43,7.7,11.16,92,4.8,107,702.8,0,0
2025,"SO",2025-01-28 03:00:00,NA,25,NA,46.4,15,61.3,3.4,7,11.21,92,4.2,114,703.1,0,0.011
2025,"SO",2025-01-28 04:00:00,NA,34,26.72,42,15.6,57.5,3.26,6.7,11.27,92,5.3,111,703.7,0,0.033
2025,"SO",2025-01-28 05:00:00,2,24,NA,45,17.1,62,3.25,7.9,11.69,91,5,120,703.9,0,0.093
2025,"SO",2025-01-28 06:00:00,3,24,22.88,37.4,17.8,55.1,3.35,7.8,12.27,90,7.3,116,703.3,0,0.118
2025,"SO",2025-01-28 07:00:00,3,30,NA,63,23.3,86.2,3.77,7.4,12.85,88,5.5,120,702.5,0,0.134
2025,"SO",2025-01-28 08:00:00,4,57,37.82,29.7,23.4,52.9,3.29,7.5,13.07,84,6.8,104,701.7,0,0.085
2025,"SO",2025-01-28 09:00:00,3,48,NA,30.9,22.9,53.6,3.19,6.9,12.68,85,6.9,116,701.3,0,0.05
2025,"SO",2025-01-28 10:00:00,3,66,54.94,27.7,24,51.6,3.17,6.4,12.48,86,7.2,109,701.1,0,0.047
2025,"SO",2025-01-28 11:00:00,3,66,64.43,25.5,25.2,50.4,3.2,6.2,12.55,85,7.2,112,700.8,0,0.034
2025,"SO",2025-01-28 12:00:00,2,72,65.29,28.8,27.7,56.3,3.42,6.2,12.41,85,6.2,125,701,0,0.013
2025,"SO",2025-01-28 13:00:00,1,71,62.15,38.9,26.3,65.1,3.47,6.2,12.37,86,5.9,135,701.1,0,0
2025,"SO",2025-01-28 14:00:00,1,74,66.02,31.1,24,55,3.34,6.1,12.25,87,5.7,125,701.3,0,0
2025,"SO",2025-01-28 15:00:00,1,77,58.37,26.4,23.3,49.5,3.25,6.1,12.19,87,4.5,146,701.6,0,0
2025,"SO",2025-01-28 16:00:00,NA,64,46.74,17.5,22.8,40.1,3.09,6.5,12.08,88,3.4,97,701.9,0,0
2025,"SO",2025-01-28 17:00:00,NA,59,52.33,29.4,22.1,51.3,3.13,6.6,11.85,89,3.5,72,701.9,0,0
2025,"SO",2025-01-28 18:00:00,NA,54,48.4,26.8,21,47.7,3.11,6.6,11.9,90,2.7,79,701.8,0,0
2025,"SO",2025-01-28 19:00:00,NA,52,43.64,26.8,21.2,47.9,3.06,6.2,11.97,90,1.3,38,701.4,0,0
2025,"SO",2025-01-28 20:00:00,NA,46,45.15,27.6,23.2,50.7,3.06,6,12.03,90,1.3,350,701.1,0,0
2025,"SO",2025-01-28 21:00:00,NA,46,NA,32.4,21.8,54,3.13,5.9,12.1,91,1.3,40,700.6,0,0
2025,"SO",2025-01-28 22:00:00,NA,47,41.75,25.1,20.9,45.8,3.05,5.6,12.11,91,1.5,359,700,0,0
2025,"SO",2025-01-28 23:00:00,NA,49,36.87,12.3,20.3,32.6,2.88,5.3,12.2,91,1.7,343,699.9,0,0
2025,"SO",2025-01-29,NA,71,33.78,12.3,20,32.3,3.1,5.2,12.23,91,1.4,130,699.8,0,0
2025,"SO",2025-01-29 01:00:00,NA,45,34.02,17.9,20.5,38.2,3.13,5.1,12.39,91,1.5,15,700,0,0
2025,"SO",2025-01-29 02:00:00,NA,45,39.05,46,22.2,68.1,3.53,5.2,12.65,90,2.1,306,700.2,0,0
2025,"SO",2025-01-29 03:00:00,2,64,35.25,24.3,20.3,44.5,3.28,5,12.96,88,2.7,101,700.3,0,0.037
2025,"SO",2025-01-29 04:00:00,5,49,NA,23.5,22.8,46.1,3.21,5.2,14,84,2.7,329,700.6,0,0.11
2025,"SO",2025-01-29 05:00:00,10,73,NA,34.9,29.7,64.5,3.23,5.7,15.93,76,3.4,308,700.5,0,0.317
2025,"SO",2025-01-29 06:00:00,22,98,77.77,25.3,30.7,55.9,3.23,6.9,18.93,63,4.5,315,699.9,0,0.501
2025,"SO",2025-01-29 07:00:00,31,109,77.1,22.9,43,65.8,3.54,10,19.41,60,6.1,85,698.9,0,0.411
2025,"SO",2025-01-29 08:00:00,32,101,73.9,25.2,47.6,72.7,3.62,11.9,21.2,56,7.7,87,697.9,0,0.573
2025,"SO",2025-01-29 09:00:00,42,96,67.26,16.1,40.8,56.8,3.49,10.3,21.44,56,8.1,99,697.1,0,0.455
2025,"SO",2025-01-29 10:00:00,41,83,NA,13.2,34.8,47.9,3.41,10.3,22.04,56,8.9,119,696.6,0,0.351
2025,"SO",2025-01-29 11:00:00,48,68,NA,10.7,52.8,63.6,3.82,9.3,21.72,56,9.6,113,696.4,0,0.18
2025,"SO",2025-01-29 12:00:00,45,116,92,8.5,63.4,71.8,3.94,7.6,20.36,62,9.5,121,696.5,0,0.044
2025,"SO",2025-01-29 13:00:00,19,136,75.88,14.7,63.5,78,4.19,6.7,19.52,68,7,146,696.8,0,0
2025,"SO",2025-01-29 14:00:00,11,110,53.01,8.5,42.7,51.1,3.56,5.9,18.75,76,7.1,133,697.4,0,0
2025,"SO",2025-01-29 15:00:00,7,87,64.09,9.9,37.4,47.1,3.59,6.8,18.03,79,2.5,187,697.8,0,0
2025,"SO",2025-01-29 16:00:00,1,93,77.01,41.2,40.6,81.7,4.27,8.2,17.33,81,2.1,316,697.9,0,0
2025,"SO",2025-01-29 17:00:00,2,119,89.96,82.2,37.1,119.2,4.48,7.5,16.52,82,3.9,313,697.9,0,0
2025,"SO",2025-01-29 18:00:00,2,135,93.36,120.4,37.4,157.7,4.69,6.9,15.91,83,3.1,293,697.8,0,0
2025,"SO",2025-01-29 19:00:00,1,145,90.62,117.5,33.9,151.2,4.56,6.4,15.84,83,2.2,233,697.8,0,0
2025,"SO",2025-01-29 20:00:00,1,129,81.22,76.2,29.6,105.7,4.35,5.8,15.77,83,1.7,327,697.7,0,0
2025,"SO",2025-01-29 21:00:00,1,107,89.88,68.9,29.5,98.3,4.21,5.6,15.32,84,2.5,259,697.4,0,0
2025,"SO",2025-01-29 22:00:00,NA,150,105.98,68,25.9,93.7,3.92,5.5,14.61,85,1.7,304,697.1,0,0
2025,"SO",2025-01-29 23:00:00,NA,163,92.9,76.3,23.5,99.7,3.57,5.3,13.98,86,2.3,290,697,0,0
2025,"SO",2025-01-30,NA,115,79.46,64.2,20.8,84.9,3.36,5.2,13.76,87,1.3,300,697.4,0,0
2025,"SO",2025-01-30 01:00:00,2,138,87.58,128.7,21.6,150.2,5.04,5.5,13.33,87,1.3,280,698.1,0,0
2025,"SO",2025-01-30 02:00:00,2,132,85.39,244.6,26,269.7,6.87,6.1,13.88,87,1.4,226,698.9,0.01,0.005
2025,"SO",2025-01-30 03:00:00,2,157,88.84,177.4,31.6,209,6.4,5.7,14.79,86,2.5,118,699.8,0,0.043
2025,"SO",2025-01-30 04:00:00,3,139,78.72,54.7,36.4,91,4.12,5.6,16.46,79,3.7,101,700.3,0,0.089
2025,"SO",2025-01-30 05:00:00,2,149,63.41,41.2,31.1,72.2,3.63,8.7,17.16,79,5.2,109,700.7,0,0.114
2025,"SO",2025-01-30 06:00:00,6,111,55.82,35.3,26.9,62.1,3.53,10.4,17.38,76,9.6,109,700.6,0,0.259
2025,"SO",2025-01-30 07:00:00,13,103,49.94,28.9,24.8,52.4,3.4,11.7,18.57,70,9.2,115,699.9,0,0.42
2025,"SO",2025-01-30 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"SO",2025-01-30 09:00:00,43,85,48.85,7.7,16.8,24.4,2.97,14.8,21.11,59,7.8,106,698.5,0,0.422
2025,"SO",2025-01-30 10:00:00,48,68,56.53,8.3,23.3,31.6,3.12,11.4,21.31,57,9.8,109,698.3,0,0.285
2025,"SO",2025-01-30 11:00:00,51,79,48.11,6.5,21.4,27.8,3.06,9.9,21.28,54,10.5,119,698.4,0,0.171
2025,"SO",2025-01-30 12:00:00,47,75,36.11,6.7,22.6,29.1,3.03,7.9,20.78,51,9.5,136,698.9,0,0.057
2025,"SO",2025-01-30 13:00:00,34,67,36.99,12.8,32.2,44.7,3.22,7.8,19.95,53,8.3,124,699.6,0,0
2025,"SO",2025-01-30 14:00:00,21,63,32.94,6.5,33.8,40.1,3.22,7.4,19.19,53,8.9,151,700.5,0,0
2025,"SO",2025-01-30 15:00:00,25,60,35.84,5.1,25,30,3.24,7.1,18.58,59,6.2,109,701.2,0,0
2025,"SO",2025-01-30 16:00:00,6,62,54.09,12.8,41.8,54.5,3.76,8.8,17.71,64,1.7,344,702.1,0,0
2025,"SO",2025-01-30 17:00:00,4,89,66.54,45.6,47.9,93.4,3.72,9.7,16.94,49,1.3,325,702.7,0,0
2025,"SO",2025-01-30 18:00:00,3,153,56.01,66.6,47.9,114.5,3.5,7.6,16.4,44,1.3,296,703,0,0
2025,"SO",2025-01-30 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"SO",2025-01-30 20:00:00,2,155,77.22,107.2,44.1,151.2,3.67,6.3,15.51,58,1.9,170,703.4,0,0
2025,"SO",2025-01-30 21:00:00,2,148,63.94,88.1,40.7,128.7,3.58,5.8,15.18,62,1.6,293,703.3,0,0
2025,"SO",2025-01-30 22:00:00,2,147,61.58,44.5,35.3,79.7,3.2,5.6,14.96,64,2.3,274,703.4,0,0
2025,"SO",2025-01-30 23:00:00,NA,94,61.29,47.1,34.3,81.3,3.33,5.5,14.85,63,1.9,245,703.4,0,0
2025,"SO",2025-01-31,NA,88,61.26,46.5,35.6,82,3.3,5.6,14.5,62,3.3,277,703.8,0,0
2025,"SO",2025-01-31 01:00:00,NA,103,56.9,75,34.8,109.7,3.93,5.6,14.18,62,1.7,192,704.8,0,0
2025,"SO",2025-01-31 02:00:00,3,112,73.64,137.3,39.5,176.6,5.38,5.9,14.09,61,3,285,705.4,0,0.01
2025,"SO",2025-01-31 03:00:00,4,193,86.52,172.2,51.3,223.6,4.76,7.1,15.85,51,1.6,286,706.2,0,0.143
2025,"SO",2025-01-31 04:00:00,11,240,83.54,51.6,44.9,96.4,3.99,11.9,20.96,39,2.3,44,706.7,0,0.275
2025,"SO",2025-01-31 05:00:00,31,142,37.1,14.4,26.4,40.7,3.15,11.8,21.7,32,9.2,98,707,0,0.415
2025,"SO",2025-01-31 06:00:00,43,91,21.04,12.4,19.3,30.8,2.86,8.3,21.65,19,14.9,110,706.8,0,0.516
2025,"SO",2025-01-31 07:00:00,48,76,14.8,9.3,15.6,24.8,2.72,6,22.32,15,13.6,100,706.2,0,0.559
2025,"SO",2025-01-31 08:00:00,52,65,12.45,9.6,15.8,25.2,2.69,5.6,22.74,12,13.3,100,705.5,0,0.509
2025,"SO",2025-01-31 09:00:00,56,58,13.64,8.3,15.7,23.3,2.71,5.5,22.8,12,12.8,92,705,0,0.369
2025,"SO",2025-01-31 10:00:00,58,55,15.73,7.6,18.2,25.6,2.71,5.6,22.92,11,11.5,95,704.8,0,0.304
2025,"SO",2025-01-31 11:00:00,56,48,15.26,7.2,20.4,27.5,2.71,5.1,23.25,10,11.3,102,704.7,0,0.252
2025,"SO",2025-01-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"SO",2025-01-31 13:00:00,44,57,27.53,6.9,33.6,40.3,3.05,29,20.56,20,8.7,105,705.5,0,0
2025,"SO",2025-01-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"SO",2025-01-31 15:00:00,19,63,32.09,8.9,40.9,49.7,3.41,9.6,18.38,23,4.4,142,706.5,0,0
2025,"SO",2025-01-31 16:00:00,16,61,47.15,10.6,39.5,50,3.44,5.8,17.52,25,4.3,135,706.7,0,0
2025,"SO",2025-01-31 17:00:00,26,74,26.69,6.7,28.1,34.6,3.04,5.5,16.92,26,6.4,139,706.7,0,0
2025,"SO",2025-01-31 18:00:00,36,46,26.31,4.8,16.3,20.9,2.78,5.4,16.2,27,4,145,706.5,0,0
2025,"SO",2025-01-31 19:00:00,36,46,26.31,4.8,16.3,20.9,2.78,5.4,16.02,27,4,145,706.5,0,0
2025,"SO",2025-01-31 20:00:00,35,34,NA,8.1,15.6,22.5,2.74,5.4,15.29,30,2.9,142,706.4,0,0
2025,"SO",2025-01-31 21:00:00,25,34,NA,6.1,28.8,34.8,2.82,5.5,14.76,32,3.1,94,706.1,0,0
2025,"SO",2025-01-31 22:00:00,46,49,NA,4.2,6.5,10.4,2.51,5.5,15.49,30,5.8,121,705.9,0,0
2025,"SO",2025-01-31 23:00:00,14,28,NA,6.3,35.7,41.9,2.85,5.6,14.44,33,2.6,299,705.8,0,0
2025,"SO",2025-02-01,4,84,NA,13.4,43.5,56.8,3.15,5.7,14.28,33,1.9,312,705.9,0,0
2025,"SO",2025-02-01 01:00:00,3,100,NA,60.8,43.5,104.1,3.74,5.9,13.73,35,1.4,262,706.1,0,0
2025,"SO",2025-02-01 02:00:00,4,151,NA,157.8,47.8,205.6,4.84,6.2,13.36,37,1.9,335,706.3,0,0.007
2025,"SO",2025-02-01 03:00:00,5,281,NA,213.1,61.8,273.9,5.61,7,13.84,37,2.2,290,706.6,0,0.044
2025,"SO",2025-02-01 04:00:00,6,319,NA,82.8,74.9,157.6,4.3,7.7,15.57,33,2.8,63,707,0,0.1
2025,"SO",2025-02-01 05:00:00,15,203,NA,26.7,42.2,68.8,3.35,12.3,16.06,30,5.7,113,706.9,0,0.184
2025,"SO",2025-02-01 06:00:00,29,90,NA,24.8,37.3,62,3.17,26.6,18.89,23,5.1,134,706.7,0,0.494
2025,"SO",2025-02-01 07:00:00,37,74,NA,21.1,38.7,59.7,3.13,26.5,20,22,8.4,118,705.9,0,0.531
2025,"SO",2025-02-01 08:00:00,57,81,NA,11.5,30.4,41.8,3.01,15.9,20.54,24,9.1,121,705,0,0.524
2025,"SO",2025-02-01 09:00:00,61,72,NA,7.8,18.6,26.4,2.8,10.1,21,25,10.5,110,704.3,0,0.368
2025,"SO",2025-02-01 10:00:00,59,70,NA,6.2,13.7,19.7,2.71,6.2,21.64,24,11.5,102,703.8,0,0.274
2025,"SO",2025-02-01 11:00:00,52,46,NA,5.4,17.1,22.3,2.7,7.2,20.87,26,11.9,101,703.5,0,0.076
2025,"SO",2025-02-01 12:00:00,50,40,NA,6.2,17.4,23.1,2.79,12.4,20.8,27,8.7,123,703.5,0,0.051
2025,"SO",2025-02-01 13:00:00,41,43,NA,9,25.8,34.7,3.15,6.1,20.16,29,4.9,178,703.8,0,0.003
2025,"SO",2025-02-01 14:00:00,27,53,NA,7.1,33.6,40.6,3.4,5.5,19.39,29,5,192,704.1,0,0
2025,"SO",2025-02-01 15:00:00,7,58,NA,19.6,52.7,72.2,3.97,5.9,17.88,32,3,303,704.6,0,0
2025,"SO",2025-02-01 16:00:00,5,109,NA,31.2,51,82.2,4.46,6.9,16.94,33,2.4,237,704.7,0,0
2025,"SO",2025-02-01 17:00:00,5,126,NA,48.3,47.7,95.9,4.37,6.1,16,35,4.1,285,704.9,0,0
2025,"SO",2025-02-01 19:00:00,3,182,25.51,71.6,42.3,113.8,4.23,5.6,13.72,42,2.5,297,704.7,0,0
2025,"SO",2025-02-01 20:00:00,3,146,19.19,72.1,40.4,112.5,4.24,5.7,13.15,44,1.4,319,704.6,0,0
2025,"SO",2025-02-01 21:00:00,2,112,27.81,65.9,38.1,103.9,3.79,5.5,12.21,48,1.8,298,704.4,0,0
2025,"SO",2025-02-01 22:00:00,3,114,12.16,30.9,32.8,63.6,3.48,5.3,12.53,49,3.6,288,704.1,0,0
2025,"SO",2025-02-01 23:00:00,2,96,40.08,12.8,34.4,47.1,3.07,5.3,11.9,51,4.1,286,704,0,NA
2025,"SO",2025-02-02,2,74,39.47,17.6,34.1,51.5,3.2,5.3,11.5,53,3.2,303,703.9,0,0
2025,"SO",2025-02-02 01:00:00,1,78,49.87,39.4,35.6,74.9,3.43,5.2,11.13,54,2.1,286,704.1,0,0
2025,"SO",2025-02-02 02:00:00,2,90,72.05,46.9,36.9,83.6,3.8,5.3,12.59,50,3.8,275,704.2,0,0.008
2025,"SO",2025-02-02 03:00:00,7,113,106.22,40.7,42.3,82.9,3.56,6.1,16.54,39,2.6,324,704.6,0,0.139
2025,"SO",2025-02-02 04:00:00,21,115,75.34,20.3,33.1,53.2,3.14,7,20.08,32,3.9,104,704.5,0,0.292
2025,"SO",2025-02-02 05:00:00,35,75,36.23,9.3,14.2,23.4,2.78,6,23.06,28,5.6,59,704.3,0,0.43
2025,"SO",2025-02-02 06:00:00,46,44,NA,8.4,17,25.2,2.88,6.4,23.61,28,7.4,112,704,0,0.52
2025,"SO",2025-02-02 07:00:00,53,46,45.73,11.1,25.4,36.4,2.97,8,24.54,26,10.4,102,703.4,0,0.555
2025,"SO",2025-02-02 08:00:00,76,57,46.23,7.5,22.3,29.7,2.98,7.3,25.51,24,11.1,103,702.7,0,0.541
2025,"SO",2025-02-02 09:00:00,94,71,26.52,6.5,22.1,28.4,3.01,7.2,26.15,23,10.5,115,702,0,0.482
2025,"SO",2025-02-02 10:00:00,110,65,18.08,5.4,20.2,25.5,3.02,6.9,26.72,25,9.7,123,701.6,0,0.37
2025,"SO",2025-02-02 11:00:00,102,63,19.32,5.2,21.7,26.7,2.98,7.8,26.6,26,10.8,112,701.5,0,0.226
2025,"SO",2025-02-02 12:00:00,83,64,24.73,5.8,26.3,31.9,3.19,7.6,25.64,28,6.7,164,701.6,0,0.057
2025,"SO",2025-02-02 13:00:00,65,66,42.05,5.4,24.6,29.8,3.27,6.1,23.93,31,6.1,167,702,0,0.001
2025,"SO",2025-02-02 14:00:00,55,55,43.58,5.5,27.4,32.8,3.35,5.9,22.91,33,5.6,175,702.5,0,0
2025,"SO",2025-02-02 15:00:00,38,46,NA,5.8,35.8,41.5,3.4,5.6,21.83,35,4.6,190,703,0,0
2025,"SO",2025-02-02 16:00:00,7,69,NA,27.3,64.8,92,4.36,5.5,19.69,40,2.1,328,703.3,0,0
2025,"SO",2025-02-02 17:00:00,3,126,97.88,53.2,65.5,118.5,5.08,5.7,18.06,45,1.6,326,703.5,0,0
2025,"SO",2025-02-02 18:00:00,2,145,86.1,36.5,58.7,95,4.43,5.8,17.33,47,3,1,703.5,0,0
2025,"SO",2025-02-02 19:00:00,2,128,81.22,36.6,55.3,91.8,4.23,5.7,16.47,49,2.4,301,703.3,0,0
2025,"SO",2025-02-02 20:00:00,2,117,81.4,23.8,42.6,66.4,3.68,5.4,15.18,53,1.7,314,703.1,0,0
2025,"SO",2025-02-02 21:00:00,NA,86,65.17,12.4,40.3,52.5,3.37,5.3,14.6,54,1.5,313,702.8,0,0
2025,"SO",2025-02-02 22:00:00,3,64,56.85,7.6,38.4,45.9,3.28,5.1,14.06,55,2,309,702.5,0,0
2025,"SO",2025-02-02 23:00:00,4,58,52.97,6.1,35.3,41.2,3.13,5,13.83,54,1.4,308,702.5,0,0
2025,"SO",2025-02-03,3,79,49.68,10.6,36.4,46.9,3.13,5,13.47,53,1.3,299,702.5,0,0
2025,"SO",2025-02-03 01:00:00,2,113,56.55,56.1,39.4,95.3,3.56,5.2,12.83,55,1.3,305,702.5,0,0
2025,"SO",2025-02-03 02:00:00,3,107,55.47,79.6,41.2,120.7,3.97,5.3,12.9,54,1.7,313,702.8,0,0.008
2025,"SO",2025-02-03 03:00:00,6,98,56.16,67.1,45.9,112.8,3.63,6.1,17.57,39,2.3,315,703.2,0,0.147
2025,"SO",2025-02-03 04:00:00,26,99,41.39,30.5,44,74.4,3.28,8.2,22.28,26,2.4,308,703.3,0,0.305
2025,"SO",2025-02-03 05:00:00,45,74,18.17,10.8,23.6,34.3,2.83,7.1,24.91,21,3.7,121,703.2,0,0.445
2025,"SO",2025-02-03 06:00:00,54,45,21.58,9.5,11.9,21.3,2.69,5.2,27.04,18,4.7,123,702.8,0,0.54
2025,"SO",2025-02-03 07:00:00,66,25,NA,7.2,18.3,25.4,2.78,5.9,28.54,16,5.8,97,702.1,0,0.576
2025,"SO",2025-02-03 08:00:00,79,34,NA,7.6,25.6,33.1,3.07,8.4,28.54,20,10.5,91,701.2,0,0.561
2025,"SO",2025-02-03 09:00:00,89,69,44.42,7.1,26.4,33.4,3.1,10.7,28.51,21,13.1,110,700.7,0,0.484
2025,"SO",2025-02-03 10:00:00,100,69,44.64,6,23,28.8,3.07,7.7,29.05,20,13.2,114,700.3,0,0.384
2025,"SO",2025-02-03 11:00:00,115,70,44.71,5.1,25.5,30.4,3.02,15.6,28.69,23,13.6,106,700.3,0,0.236
2025,"SO",2025-02-03 12:00:00,100,85,50.1,4.5,20.6,25,2.96,11.5,27.27,28,12.8,102,700.6,0,0.059
2025,"SO",2025-02-03 13:00:00,67,60,35.98,5.3,27.6,32.7,3.09,7.8,25.65,31,7.7,127,701,0,0
2025,"SO",2025-02-03 14:00:00,44,55,39.05,5,34.3,39.2,3.49,6.6,24.08,34,4.6,159,701.5,0,0
2025,"SO",2025-02-03 15:00:00,20,59,47.65,18.7,44,62.6,4.2,6,23.08,39,3.2,177,702,0,0
2025,"SO",2025-02-03 16:00:00,10,74,NA,19.9,53.7,73.4,4.63,5.7,21.69,39,2.5,135,702.4,0,0
2025,"SO",2025-02-03 17:00:00,2,94,NA,45.7,55.9,101.4,4.31,5.6,20.25,46,1.9,322,702.5,0,0
2025,"SO",2025-02-03 18:00:00,2,92,80.57,82.4,51.3,133.6,4.76,5.7,19.5,49,2.6,335,702.6,0,0
2025,"SO",2025-02-03 19:00:00,2,108,75.01,50.8,46.4,97.2,3.75,5.5,18.77,54,3.4,336,702.6,0,0
2025,"SO",2025-02-03 20:00:00,NA,99,60.72,23.5,37.1,60.4,3.25,5.2,17.92,61,2.4,332,702.5,0,0
2025,"SO",2025-02-03 21:00:00,1,85,49.87,14.9,34.2,48.9,3.13,5.1,17.21,66,2.6,309,702.4,0,0
2025,"SO",2025-02-03 22:00:00,3,80,46.73,40.8,33.6,74.2,3.23,5.4,16.23,67,2.3,306,702.3,0,0
2025,"SO",2025-02-03 23:00:00,2,103,41.33,54.6,32.7,87.2,3.24,5.4,15.46,69,2.4,326,702.3,0,0
2025,"SO",2025-02-04,2,100,39.54,57.4,31.7,88.6,3.28,5.3,15.15,71,2.8,321,702.2,0,0
2025,"SO",2025-02-04 01:00:00,1,109,41.58,54.8,30.9,85.6,3.32,5.2,15.04,75,4.7,296,702.6,0,0
