"año","estacion","date","O3","PM10","PM2.5","NO","NO2","NOX","CO","SO2","TOUT","RH","WSR","WDR","PRS","RAINF","SR"
2024,"NTE2",2024-01-09 08:00:00,40,119,17,15.8,21.9,37.7,1.39,3.5,18.77,17,7.7,73,713,0,0.381
2024,"NTE2",2024-01-09 09:00:00,45,116,25,9.9,18.7,28.5,1.36,3.5,19.08,17,8.7,84,712.4,0,0.355
2024,"NTE2",2024-01-09 10:00:00,45,116,20,8.3,19.2,27.6,1.31,3.8,19.06,18,9.4,90,712.1,0,0.259
2024,"NTE2",2024-01-09 11:00:00,41,125,24,7.8,21.7,29.4,1.28,3.9,18.39,20,11.2,103,712,0,0.163
2024,"NTE2",2024-01-09 12:00:00,36,137,17,5.8,24.5,30.3,1.29,3.6,16.49,23,10.8,104,711.9,0,0.042
2024,"NTE2",2024-01-09 13:00:00,30,139,5,5.3,28.6,33.9,1.33,4.7,14.83,25,8.9,101,712.1,0,0
2024,"NTE2",2024-01-09 14:00:00,29,127,10,4.2,26.8,31,1.34,3.7,14.13,26,7,126,712.5,0,0
2024,"NTE2",2024-01-09 15:00:00,21,136,5,10.1,31.6,41.7,1.3,9.7,13.63,27,7.8,153,712.5,0,0
2024,"NTE2",2024-01-09 16:00:00,12,137,22,26.1,39.5,65.6,1.28,9.4,12.32,30,2.8,54,712.7,0,0
2024,"NTE2",2024-01-09 17:00:00,13,171,14,32.6,38.9,71.4,1.54,3.8,11.81,31,3.6,144,712.6,0,0
2024,"NTE2",2024-01-09 18:00:00,20,141,13,16.2,30.4,46.6,1.44,3.5,11.73,29,3.9,107,712.4,0,0
2024,"NTE2",2024-01-09 19:00:00,20,116,3,17.2,30,47.2,1.27,3.2,11.54,27,4.6,23,712.1,0,0
2024,"NTE2",2024-01-09 20:00:00,13,107,21,24.9,34.8,59.7,1.3,3.3,10.4,32,4.2,320,711.9,0,0
2024,"NTE2",2024-01-09 21:00:00,13,127,21,47.2,35.5,82.6,1.52,3.6,9.34,38,3,41,711.3,0,0
2024,"NTE2",2024-01-09 22:00:00,13,146,NA,54.3,36.2,90.4,1.57,3.7,9.24,39,3.5,288,710.9,0,0
2024,"NTE2",2024-01-09 23:00:00,12,154,26,58.4,36.1,94.5,1.55,5.2,9.09,40,5.4,336,710.9,0,0
2024,"NTE2",2024-01-10,13,163,32,111.8,37.5,149.4,1.6,6.2,8.48,41,4.4,8,710.6,0,0
2024,"NTE2",2024-01-10 01:00:00,13,224,36,145.5,36.7,182.3,1.92,5.3,8.15,44,3.3,311,710.6,0,0
2024,"NTE2",2024-01-10 02:00:00,13,216,33,119,35.3,154.4,2.54,7.2,8.58,40,4.1,295,710.6,0,0.006
2024,"NTE2",2024-01-10 03:00:00,13,185,22,89,34.6,123.6,2.51,5.4,10.57,38,7.6,203,710.7,0,0.066
2024,"NTE2",2024-01-10 04:00:00,16,222,28,82,38.8,120.8,2.46,6.5,13.32,33,7.8,253,710.8,0,0.148
2024,"NTE2",2024-01-10 05:00:00,20,201,38,66.3,41.2,107.6,2.24,5.6,17.2,26,5.4,15,710.9,0,0.278
2024,"NTE2",2024-01-10 06:00:00,25,179,46,48.1,40.7,88.7,2.07,6,19.13,22,7.5,299,710.3,0,0.37
2024,"NTE2",2024-01-10 07:00:00,26,147,61,61.8,71.5,133.2,2.43,7.3,20.02,22,7,27,709.5,0,0.311
2024,"NTE2",2024-01-10 08:00:00,29,242,79,56.9,83,139.8,2.61,8.6,20.75,22,7.2,50,708.6,0,0.329
2024,"NTE2",2024-01-10 09:00:00,32,252,78,43.8,79.5,123.2,2.58,8.5,21.98,20,7.5,47,708,0,0.279
2024,"NTE2",2024-01-10 10:00:00,33,242,66,29.2,68.6,97.6,2.29,6.5,22.01,20,7.1,56,708,0,0.178
2024,"NTE2",2024-01-10 11:00:00,31,202,49,17.6,56.4,73.9,2,5.3,21.57,22,5.6,77,708.2,0,0.103
2024,"NTE2",2024-01-10 12:00:00,25,170,30,12.4,48.9,61.2,1.9,4.6,19.97,28,5.9,82,708.5,0,0.025
2024,"NTE2",2024-01-10 13:00:00,17,141,16,21.6,51.9,73.4,1.77,4.2,18.49,31,4.8,117,708.7,0,0
2024,"NTE2",2024-01-10 14:00:00,14,145,14,27.8,55.3,83,2.2,4.5,17.46,34,5.2,89,709,0,0
2024,"NTE2",2024-01-10 15:00:00,13,147,21,60.5,54.1,114.5,2.24,6.1,16.12,38,3.4,32,709.3,0,0
2024,"NTE2",2024-01-10 16:00:00,12,177,27,66.3,54.8,121,2.19,4.8,15.48,42,4.3,185,709.1,0,0
2024,"NTE2",2024-01-10 17:00:00,13,175,35,155.2,56.2,211.3,3.06,5.2,14.04,47,3.1,237,708.9,0,0
2024,"NTE2",2024-01-10 18:00:00,14,230,55,226.2,56.5,282.5,4.32,5.3,13.23,50,3.5,249,708.7,0,0
2024,"NTE2",2024-01-10 19:00:00,14,283,57,231.3,55.6,286.7,4.48,5.3,12.74,51,3.9,244,708.6,0,0
2024,"NTE2",2024-01-10 20:00:00,13,261,65,168.4,56.2,224.6,3.76,4.8,12.33,51,3.5,263,708.3,0,0
2024,"NTE2",2024-01-10 21:00:00,12,220,NA,101.6,53.4,155.1,2.88,5,12.18,49,4.6,236,707.9,0,0
2024,"NTE2",2024-01-10 22:00:00,12,211,25,67,51.7,118.8,2.33,5,12.75,46,5,206,707.5,0,0
2024,"NTE2",2024-01-10 23:00:00,12,186,NA,79.6,51.3,131,2.2,5.5,13.02,42,4.2,253,707.4,0,0
2024,"NTE2",2024-01-11,13,176,18,140.8,49.4,190,2.25,5.8,13.04,41,5,282,707.3,0,0
2024,"NTE2",2024-01-11 01:00:00,12,172,16,78.4,43.6,122,2.42,5.4,14.9,31,7.7,262,707.6,0,0
2024,"NTE2",2024-01-11 02:00:00,12,120,18,73,42,115,2.12,7.7,15.1,30,9.8,236,707.9,0,0.003
2024,"NTE2",2024-01-11 03:00:00,14,152,26,147.2,43.7,191,2.89,6.2,16.54,30,7,236,708.1,0,0.076
2024,"NTE2",2024-01-11 04:00:00,14,166,18,126.7,48.6,175.4,3.02,6,19.71,25,4.5,237,708.4,0,0.091
2024,"NTE2",2024-01-11 05:00:00,15,162,29,144.9,60.3,205.1,3.18,8.4,22.1,23,4,214,708.3,0,0.209
2024,"NTE2",2024-01-11 06:00:00,21,160,25,97.9,70.2,168,2.91,7,27.53,16,5.1,54,707.7,0,0.367
2024,"NTE2",2024-01-11 07:00:00,25,176,45,68.7,54.4,123.1,2.37,4.7,28.58,14,8.4,32,706.7,0,0.393
2024,"NTE2",2024-01-11 08:00:00,26,98,23,62.3,42,104.3,2,3.8,29.22,11,8.4,22,705.7,0,0.334
2024,"NTE2",2024-01-11 09:00:00,29,92,15,43.2,34.4,77.6,1.84,3.6,29.88,9,7.2,26,704.8,0,0.287
2024,"NTE2",2024-01-11 10:00:00,42,54,11,12.3,33.3,45.5,1.63,3.9,30.61,9,6.8,117,704.4,0,0.237
2024,"NTE2",2024-01-11 11:00:00,45,70,17,11.2,48.9,60,1.59,4,29.13,12,7.4,94,704.3,0,0.108
2024,"NTE2",2024-01-11 12:00:00,35,99,12,6.9,45.8,52.6,1.75,5.2,27.48,16,7.2,148,704.3,0,0.031
2024,"NTE2",2024-01-11 13:00:00,38,104,2,3.9,37.9,41.7,1.5,5.3,25.82,17,8.8,189,704.2,0,0.001
2024,"NTE2",2024-01-11 14:00:00,42,68,NA,3.2,33.5,36.7,1.41,5,24.91,19,8.8,191,704.3,0,0
2024,"NTE2",2024-01-11 15:00:00,29,64,10,8.1,43.1,51.2,1.4,8.5,23.57,24,5.2,184,704.4,0,0
2024,"NTE2",2024-01-11 16:00:00,15,75,24,163.7,63,226.4,2.93,6,21.02,29,5.5,229,704.7,0,0
2024,"NTE2",2024-01-11 17:00:00,14,183,37,158.9,60.7,219.5,3.61,6.8,19.99,29,5.8,240,704.6,0,0
2024,"NTE2",2024-01-11 18:00:00,13,180,47,171.9,60.8,232.6,3.74,7,18.7,35,5.4,357,704.7,0,0
2024,"NTE2",2024-01-11 19:00:00,14,235,43,128.2,56.2,184.5,2.99,6.7,18.38,34,6,246,704.7,0,0
2024,"NTE2",2024-01-11 20:00:00,16,181,35,72.1,45.7,117.7,2.93,5.4,20.76,23,10.5,264,704.3,0,0
2024,"NTE2",2024-01-11 21:00:00,36,139,2,4,13.1,17,1.34,2.9,25.4,6,12.6,287,704.1,0,0
2024,"NTE2",2024-01-11 22:00:00,48,194,7,4.5,6,10.4,1.13,3.2,28.4,2,21.6,316,705,0,0
2024,"NTE2",2024-01-11 23:00:00,48,163,15,5,6.6,11.6,1.1,3.1,27.92,2,19.4,318,706.1,0,0
2024,"NTE2",2024-01-12,29,64,35,16.1,20.2,36.3,1.2,3.4,19.49,19,14.5,31,708,0,0
2024,"NTE2",2024-01-12 01:00:00,22,482,62,34.4,26.1,60.5,1.38,3.8,16.31,24,15.5,11,709.1,0,0
2024,"NTE2",2024-01-12 02:00:00,20,656,67,46,28.6,74.6,1.64,4.4,15.95,24,12.4,14,710.2,0,0.004
2024,"NTE2",2024-01-12 03:00:00,19,635,75,67.9,32.4,100.3,1.96,4.3,16.23,25,13.1,21,711.6,0,0.057
2024,"NTE2",2024-01-12 04:00:00,25,657,82,45.2,26.6,71.8,1.65,4.1,17.13,27,13.4,12,712.7,0,0.151
2024,"NTE2",2024-01-12 05:00:00,25,692,79,46.7,26.5,73.1,1.63,4.6,18.54,26,11.6,19,713.4,0,0.233
2024,"NTE2",2024-01-12 06:00:00,25,588,74,49.5,25.2,74.8,1.63,5.2,19.26,25,10.3,25,713.4,0,0.271
2024,"NTE2",2024-01-12 07:00:00,31,476,46,38.7,24.5,63.2,1.57,4.9,19.8,23,13.6,21,712.8,0,0.388
2024,"NTE2",2024-01-12 08:00:00,32,269,33,34.8,24.2,59,1.48,4.1,20.33,21,11.6,19,712.1,0,0.379
2024,"NTE2",2024-01-12 09:00:00,36,219,31,24,20.8,44.8,1.42,3.8,21.03,19,10.5,35,711.5,0,0.333
2024,"NTE2",2024-01-12 10:00:00,31,189,35,42.4,28.3,70.7,1.53,4.1,21.7,18,9.8,29,711.3,0,0.262
2024,"NTE2",2024-01-12 11:00:00,34,200,29,25.6,27.6,53.2,1.59,4.1,22.04,18,8.7,58,711.4,0,0.174
2024,"NTE2",2024-01-12 12:00:00,33,204,37,8.2,25.5,33.7,1.41,3.2,18.7,24,12.3,94,711.9,0,0.039
2024,"NTE2",2024-01-12 13:00:00,28,201,7,7.9,28.9,36.9,1.42,3.2,16.7,25,10.4,93,712.4,0,0.001
2024,"NTE2",2024-01-12 14:00:00,32,125,4,5.8,25,30.8,1.36,3.1,15.77,24,10,92,712.9,0,0
2024,"NTE2",2024-01-12 15:00:00,34,105,4,5,23.8,28.8,1.32,3,15.24,23,10.1,92,713.2,0,0
2024,"NTE2",2024-01-12 16:00:00,35,76,4,4.1,23.2,27.3,1.29,3.1,14.94,22,8.7,94,713.5,0,0
2024,"NTE2",2024-01-12 17:00:00,29,69,4,4.5,26.2,30.7,1.29,3.7,14.56,23,6.7,123,713.6,0,0
2024,"NTE2",2024-01-12 18:00:00,30,70,4,3.7,24.1,27.8,1.26,4,13.92,25,4.8,137,713.6,0,0
2024,"NTE2",2024-01-12 19:00:00,26,69,6,7.4,24.8,32.2,1.26,4.6,13.14,28,4.2,174,713.4,0,0
2024,"NTE2",2024-01-12 20:00:00,16,93,8,23.9,36.4,60.2,1.35,3.7,13,27,4.6,322,713.2,0,0
2024,"NTE2",2024-01-12 21:00:00,13,80,8,20.7,39,59.7,1.51,4.2,12.22,28,3.5,286,712.9,0,0
2024,"NTE2",2024-01-12 22:00:00,12,77,12,53.8,39.9,93.6,1.54,4.3,11.38,31,3.7,343,712.6,0,0
2024,"NTE2",2024-01-12 23:00:00,13,87,10,56.6,39.4,96,1.55,4.1,10.99,33,7.3,23,712.8,0,0
2024,"NTE2",2024-01-13,12,119,24,63.8,38.7,102.5,1.57,5.2,10.32,35,6.5,15,713.3,0,0
2024,"NTE2",2024-01-13 01:00:00,12,112,18,42.6,38.5,81.1,1.53,4.3,9.76,35,2.7,13,713.7,0,0
2024,"NTE2",2024-01-13 02:00:00,12,79,13,67.2,38.5,105.7,1.58,4.4,9.83,35,3.5,340,714,0,0.004
2024,"NTE2",2024-01-13 03:00:00,13,101,17,91.7,38.8,130.6,2,4.4,10.55,35,3.3,291,714.2,0,0.036
2024,"NTE2",2024-01-13 04:00:00,15,115,20,142.3,48.4,190.7,2.53,7.5,13.11,31,5.7,7,714.7,0,0.113
2024,"NTE2",2024-01-13 05:00:00,19,163,43,107,52.1,159.1,2.97,11.8,14.65,29,7.7,20,714.9,0,0.228
2024,"NTE2",2024-01-13 06:00:00,30,193,38,37.7,38,75.6,1.99,5.2,16.87,32,7.8,46,714.4,0,0.33
2024,"NTE2",2024-01-13 07:00:00,42,136,34,17.9,19.9,37.8,1.53,4.3,17.82,39,8.4,50,713.6,0,0.372
2024,"NTE2",2024-01-13 08:00:00,43,127,24,18.2,21.6,39.8,1.47,4.2,18.76,37,8.4,47,712.6,0,0.38
2024,"NTE2",2024-01-13 09:00:00,43,115,23,22.6,24.5,47.1,1.52,4.2,19.33,36,9.2,35,712.1,0,0.345
2024,"NTE2",2024-01-13 10:00:00,46,120,23,14.4,21.2,35.5,1.48,4.2,20.26,35,8.8,45,712.1,0,0.276
2024,"NTE2",2024-01-13 11:00:00,50,120,22,6.7,16.3,23,1.39,4.1,20.54,35,7.6,95,712.3,0,0.175
2024,"NTE2",2024-01-13 12:00:00,41,111,27,6.9,22.7,29.6,1.37,4.1,19.45,39,8.3,77,712.7,0,0.055
2024,"NTE2",2024-01-13 13:00:00,35,116,16,5.8,24.6,30.4,1.39,5.2,17.87,46,7.2,85,713.5,0,0.001
2024,"NTE2",2024-01-13 14:00:00,22,104,10,10.3,35,45.2,1.6,4.1,16.62,50,6.1,76,713.9,0,0
2024,"NTE2",2024-01-13 15:00:00,23,92,12,5.7,31.4,37.1,1.67,4.1,16.26,52,6.4,111,714,0,0
2024,"NTE2",2024-01-13 16:00:00,20,96,14,8.8,33.5,42.2,1.65,4.4,15.74,53,4.9,132,714,0,0
2024,"NTE2",2024-01-13 17:00:00,14,109,16,13.9,40.3,54.2,1.55,5.1,14.83,53,3.1,46,714,0,0
2024,"NTE2",2024-01-13 18:00:00,13,125,28,61.6,40.6,102.3,2.11,4,14.12,59,4.9,7,714.2,0,0
2024,"NTE2",2024-01-13 19:00:00,13,158,41,74.4,39.4,113.8,2.67,3.8,12.72,65,2.1,244,713.8,0,0
2024,"NTE2",2024-01-13 20:00:00,13,173,47,77.4,38.9,116.4,2.74,4,12.48,66,5.4,246,713.7,0,0
2024,"NTE2",2024-01-13 21:00:00,13,181,40,79.4,37.6,117.1,2.48,4.1,12.16,66,4.9,340,713.5,0,0
2024,"NTE2",2024-01-13 22:00:00,12,169,52,115.4,34.4,149.9,2.8,4.1,10.77,71,2.7,154,713.3,0,0
2024,"NTE2",2024-01-13 23:00:00,12,173,34,28.5,35.2,63.7,2.19,3.7,11.54,66,6.5,241,713.1,0,0
2024,"NTE2",2024-01-14,12,139,NA,58.8,33.8,92.6,2.1,3.7,10.65,68,3.1,234,713,0,0
2024,"NTE2",2024-01-14 01:00:00,11,149,NA,47.8,34.2,82,2.36,3.8,10.18,69,4.4,228,713.3,0,0
2024,"NTE2",2024-01-14 02:00:00,12,183,NA,38.5,34.5,72.9,2.22,3.9,10.66,64,4.7,241,713.6,0,0.004
2024,"NTE2",2024-01-14 03:00:00,13,151,7,105.2,37.6,142.8,2.56,4.5,13.16,60,3.5,356,713.9,0,0.057
2024,"NTE2",2024-01-14 04:00:00,16,182,24,80.6,43.4,124,2.8,5.2,17.69,46,2.8,234,714.2,0,0.159
2024,"NTE2",2024-01-14 05:00:00,25,176,39,35.3,45.6,80.9,2.2,6.7,19.53,38,4.4,23,714.5,0,0.255
2024,"NTE2",2024-01-14 06:00:00,32,179,64,34.8,51.5,86.3,2.57,7.9,19.83,39,7.6,33,713.9,0,0.327
2024,"NTE2",2024-01-14 07:00:00,49,192,39,13.1,30.9,44,1.95,9.8,21.27,35,7.1,72,712.7,0,0.379
2024,"NTE2",2024-01-14 08:00:00,62,133,22,8.4,24.4,32.8,1.67,6.1,22.45,34,8.3,77,711.4,0,0.385
2024,"NTE2",2024-01-14 09:00:00,63,115,14,7.4,21.1,28.5,1.61,5,23.73,32,8.7,70,710.5,0,0.355
2024,"NTE2",2024-01-14 10:00:00,64,94,19,6.6,19.8,26.4,1.51,4.6,24.32,31,10.1,67,710.1,0,0.287
2024,"NTE2",2024-01-14 11:00:00,59,84,15,5.8,18.4,24.2,1.49,4.1,24.44,31,11.5,91,710,0,0.187
2024,"NTE2",2024-01-14 12:00:00,48,89,19,4.5,15.7,20.1,1.39,3.9,23.29,36,10,102,710,0,0.065
2024,"NTE2",2024-01-14 13:00:00,36,76,15,4.4,25.4,29.8,1.51,3.9,21.36,41,7.8,82,710.3,0,0.001
2024,"NTE2",2024-01-14 14:00:00,21,74,10,16.6,33.8,50.3,1.75,4,20.13,49,7.2,55,710.6,0,0
2024,"NTE2",2024-01-14 15:00:00,16,95,21,30,35,65,1.86,4.3,19.23,54,7.3,26,710.8,0,0
2024,"NTE2",2024-01-14 16:00:00,13,97,19,34.2,37.9,72,1.99,4.2,18.44,57,6.6,21,711,0,0
2024,"NTE2",2024-01-14 17:00:00,12,95,15,49.7,39.1,88.7,2.1,4.1,17.88,59,7.2,22,711.1,0,0
2024,"NTE2",2024-01-14 18:00:00,14,107,24,35,34,69,2,3.9,16.98,67,7.5,26,711.3,0,0
2024,"NTE2",2024-01-14 19:00:00,26,89,7,8.1,18.4,26.5,1.54,4.4,15.98,76,5,70,711.1,0,0
2024,"NTE2",2024-01-14 20:00:00,24,49,8,8.9,19.3,28.1,1.37,4.6,15.5,79,6.9,43,711,0,0
2024,"NTE2",2024-01-14 21:00:00,14,43,7,16,26.6,42.6,1.4,4.1,13.74,71,8.4,20,711.1,0,0
2024,"NTE2",2024-01-14 22:00:00,17,57,8,10.5,21.3,31.8,1.31,3.7,13.14,65,7.7,23,711.1,0,0
2024,"NTE2",2024-01-14 23:00:00,16,46,6,17.7,20.4,38.1,1.33,3.4,12.26,63,9,22,711.4,0,0
2024,"NTE2",2024-01-15,13,50,12,37,23.1,60.1,1.38,3.3,11.03,64,10.5,27,712,0,0
2024,"NTE2",2024-01-15 01:00:00,13,64,16,47.6,21.6,69.2,1.57,3.3,8.74,75,11.7,24,712.9,0,0
2024,"NTE2",2024-01-15 02:00:00,12,76,11,59.5,20.9,80.4,1.79,3.4,7.66,79,10.1,29,713.7,0,0.001
2024,"NTE2",2024-01-15 03:00:00,13,69,4,55.9,18.9,74.8,1.85,3.3,7.14,75,10.6,29,714.5,0,0.013
2024,"NTE2",2024-01-15 04:00:00,13,71,10,61.8,19.8,81.6,1.86,3.4,7.07,74,7.9,32,715.2,0,0.05
2024,"NTE2",2024-01-15 05:00:00,14,75,16,81.8,20.6,102.4,1.91,3.6,8.14,71,9,20,715.6,0,0.094
2024,"NTE2",2024-01-15 06:00:00,16,102,17,44.8,18.4,63.2,1.73,3.3,8.9,66,8,45,715.3,0,0.174
2024,"NTE2",2024-01-15 07:00:00,19,81,19,43.1,19.7,62.7,1.67,3.6,11.08,60,6.8,40,714.4,0,0.262
2024,"NTE2",2024-01-15 08:00:00,22,72,22,48.7,23.4,72.2,1.84,4.7,12.57,56,9,34,713.4,0,0.342
2024,"NTE2",2024-01-15 09:00:00,24,79,27,32.1,22.7,54.7,1.68,4,13.2,54,9.8,48,712.6,0,0.264
2024,"NTE2",2024-01-15 10:00:00,21,75,28,25,19.6,44.6,1.64,3.6,12.55,61,9.6,86,712.5,0,0.218
2024,"NTE2",2024-01-15 11:00:00,18,71,23,22.3,17.4,39.7,1.58,3.2,10.63,68,9.3,94,712.5,0,0.171
2024,"NTE2",2024-01-15 12:00:00,15,59,28,20.5,19.2,39.7,1.56,3,8.05,76,8,95,713.1,0,0.036
2024,"NTE2",2024-01-15 13:00:00,13,54,13,20.6,21.1,41.7,1.6,3,6.72,82,7.9,71,713.6,0,0
2024,"NTE2",2024-01-15 14:00:00,13,46,7,21.8,21,42.8,1.62,3,6.69,83,7.4,61,714.1,0,0
2024,"NTE2",2024-01-15 15:00:00,13,41,13,17.4,18.5,35.9,1.52,2.9,6.4,84,6.8,58,714.5,0,0
2024,"NTE2",2024-01-15 16:00:00,14,47,6,12.6,17.2,29.8,1.44,2.9,6.09,85,6.7,62,714.9,0,0
2024,"NTE2",2024-01-15 17:00:00,16,36,10,12.4,17.3,29.6,1.41,2.9,5.91,85,6.5,68,715.4,0,0
2024,"NTE2",2024-01-15 18:00:00,18,32,5,9.8,14.1,23.9,1.34,3.3,5.67,86,8.8,51,716.2,0,0
2024,"NTE2",2024-01-15 19:00:00,17,30,5,9.2,13,22.2,1.3,3,5.01,85,12.3,37,717.1,0,0
2024,"NTE2",2024-01-15 20:00:00,19,16,4,7.7,8,15.6,1.26,2.8,3.42,87,15.7,17,717.9,0,0
2024,"NTE2",2024-01-15 21:00:00,18,7,3,7.3,8.5,15.7,1.23,2.8,2.37,87,16,16,718.7,0,0
2024,"NTE2",2024-01-15 22:00:00,18,5,3,7.4,8.9,16.2,1.23,2.8,1.31,87,17,14,719.3,0,0
2024,"NTE2",2024-01-15 23:00:00,20,4,NA,8.6,7.7,16.2,1.2,2.8,0.3,87,15.6,17,720.1,0,0
2024,"NTE2",2024-01-16,19,5,3,19.5,11,30.4,1.27,2.9,-0.52,87,15.3,15,720.7,0,0
2024,"NTE2",2024-01-16 01:00:00,20,13,5,28.4,13,41.4,1.37,2.9,-1.24,86,15.9,18,721.5,0,0
2024,"NTE2",2024-01-16 02:00:00,23,13,5,26.1,13.2,39.3,1.48,2.9,-2.47,85,16.4,17,722.3,0,0.001
2024,"NTE2",2024-01-16 03:00:00,22,13,4,37.2,17.9,55.1,1.55,3,-2.98,83,13,20,722.8,0,0.015
2024,"NTE2",2024-01-16 04:00:00,18,21,11,50.6,22,72.7,1.63,3,-2.72,82,10.2,24,723.2,0,0.023
2024,"NTE2",2024-01-16 05:00:00,19,101,26,55.3,21.7,77.1,1.61,3.1,-1.94,79,11.4,12,723.4,0,0.067
2024,"NTE2",2024-01-16 06:00:00,20,79,22,48.5,19.6,68.1,1.6,3.1,-1.05,76,8.7,355,722.9,0,0.082
2024,"NTE2",2024-01-16 07:00:00,20,54,13,43.2,19.7,62.9,1.62,3.1,-0.1,73,8.2,344,721.8,0,0.113
2024,"NTE2",2024-01-16 08:00:00,22,45,6,24.7,17,41.7,1.83,3.1,0.75,71,5.5,310,720.8,0,0.125
2024,"NTE2",2024-01-16 09:00:00,20,42,17,32,20,51.9,1.93,3,1.37,71,5.6,347,720.2,0,0.091
2024,"NTE2",2024-01-16 10:00:00,19,51,22,27.4,20.6,48.1,1.84,3,1.84,69,5,1,719.8,0,0.077
2024,"NTE2",2024-01-16 11:00:00,17,42,20,25.8,25.2,51,1.76,3,2.17,68,5.5,238,719.7,0,0.072
2024,"NTE2",2024-01-16 12:00:00,15,50,29,38.1,30.4,68.6,1.9,3.4,3,65,6.2,250,719.9,0,0.063
2024,"NTE2",2024-01-16 13:00:00,12,76,39,46.3,32.2,78.5,1.98,3.3,2.34,67,7.3,263,720.3,0,0.001
2024,"NTE2",2024-01-16 14:00:00,13,71,32,53.2,31.2,84.4,2.07,3.3,2.32,68,6.1,247,720.5,0,0
2024,"NTE2",2024-01-16 15:00:00,12,87,NA,39.4,28.8,68.3,1.93,3.2,2.33,69,4.4,207,721,0,0
2024,"NTE2",2024-01-16 16:00:00,12,64,25,31.4,26.4,57.7,1.65,3.3,2.3,69,3.5,127,721.3,0,0
2024,"NTE2",2024-01-16 17:00:00,14,53,2,16.5,25.9,42.4,1.58,3.3,2.27,67,7.8,105,721.5,0,0
2024,"NTE2",2024-01-16 18:00:00,24,47,2,6.5,21.1,27.6,1.37,4,1.14,53,7.3,88,721.4,0,0
2024,"NTE2",2024-01-16 19:00:00,32,31,NA,4.6,19,23.5,1.38,5.1,1.04,45,7.8,78,721,0,0
2024,"NTE2",2024-01-16 20:00:00,29,25,NA,5.3,18.4,23.7,1.33,3.2,0.66,45,7.9,89,720.5,0,0
2024,"NTE2",2024-01-16 21:00:00,32,22,4,4.1,15.4,19.5,1.24,3,0.29,43,5.9,105,720,0,0
2024,"NTE2",2024-01-16 22:00:00,34,23,2,3.4,13.9,17.3,1.23,3,0.13,42,5.6,116,719.7,0,0
2024,"NTE2",2024-01-16 23:00:00,28,31,9,3.5,17.9,21.3,1.27,3.1,-0.3,46,3.5,95,719.4,0,0
2024,"NTE2",2024-01-17,27,25,5,3.7,20.2,23.9,1.28,3.2,-0.35,43,5.9,118,719.4,0,0
2024,"NTE2",2024-01-17 01:00:00,17,31,2,30.8,30.9,61.7,1.38,3.9,-0.54,45,4.4,61,719.4,0,0
2024,"NTE2",2024-01-17 02:00:00,14,38,12,28.7,33.5,62.2,1.7,3.2,-0.65,46,4.5,76,719.5,0,0.002
2024,"NTE2",2024-01-17 03:00:00,21,38,3,19.7,27.9,47.5,1.57,3.1,1.31,37,5.7,95,719.9,0,0.059
2024,"NTE2",2024-01-17 04:00:00,25,36,4,31.8,24.8,56.6,1.56,4.2,3.25,35,6.8,62,719.9,0,0.158
2024,"NTE2",2024-01-17 05:00:00,26,43,18,29.9,24.8,54.8,1.64,4.5,4.82,36,6.4,87,719.9,0,0.257
2024,"NTE2",2024-01-17 06:00:00,28,57,27,28.6,25.7,54.3,1.66,4.7,5.84,37,7.6,53,719.1,0,0.32
2024,"NTE2",2024-01-17 07:00:00,31,63,29,34.9,26.4,61.3,1.64,4.2,6.14,36,9.3,19,718.2,0,0.299
2024,"NTE2",2024-01-17 08:00:00,36,68,19,23.6,24.5,48.1,1.56,4,7.57,34,7.3,25,717,0,0.327
2024,"NTE2",2024-01-17 09:00:00,38,55,24,19.4,27.1,46.4,1.65,3.9,8.54,34,7.9,62,716,0,0.301
2024,"NTE2",2024-01-17 10:00:00,39,64,25,12.7,25.9,38.5,1.57,3.6,9,35,7.6,88,715.5,0,0.2
2024,"NTE2",2024-01-17 11:00:00,33,53,18,17.1,26.9,43.9,1.48,3.4,8.49,41,8.3,68,715.2,0,0.129
2024,"NTE2",2024-01-17 12:00:00,25,41,19,17.6,31.1,48.7,1.61,3.4,7.77,46,8,59,715.2,0,0.04
2024,"NTE2",2024-01-17 13:00:00,23,54,15,7.1,31.6,38.7,1.58,3.3,7.55,50,5.9,111,715.1,0,0.001
2024,"NTE2",2024-01-17 14:00:00,18,52,14,8.2,35.2,43.4,1.62,3.3,7.08,52,6.2,121,715.3,0,0
2024,"NTE2",2024-01-17 15:00:00,15,62,15,16.4,37.5,53.8,1.61,3.4,6.63,50,5.4,104,715,0,0
2024,"NTE2",2024-01-17 16:00:00,13,70,16,30.1,38.7,68.7,1.85,3.6,6.16,49,5.3,60,715.2,0,0
2024,"NTE2",2024-01-17 17:00:00,12,69,17,28.5,37.1,65.6,1.78,3.4,5.63,48,3.1,37,715.3,0,0
2024,"NTE2",2024-01-17 18:00:00,12,55,13,30.7,36.3,67,1.72,3.4,5.33,49,2,282,715,0,0
2024,"NTE2",2024-01-17 19:00:00,13,60,23,62.1,37.5,99.7,1.87,3.7,5.36,51,2.7,270,714.6,0,0
2024,"NTE2",2024-01-17 20:00:00,13,94,42,98.3,41.4,139.8,2.23,4.2,5.43,56,4.3,259,714.3,0,0
2024,"NTE2",2024-01-17 21:00:00,13,159,43,116.2,40.4,156.7,2.26,4.2,4.88,58,2.9,343,713.7,0,0
